fl_date,carrier,tail_num,leg_idx,origin,dest,distance_km,sched_dep_min,sched_arr_min,actual_dep_min,actual_arr_min,dep_delay,arr_delay,carryover_delay,turnaround_buffer,symbolic_state,symbolic_event
2026-09-09,UAL,N528UA,3,ORD,SFO,2964.02,850,1129,872,1158,22,29,0,51,MD,ORD:MD
2026-09-09,UAL,N528UA,4,SFO,CLT,3687.27,1209,1532,1218,1550,9,18,9,56,MD,SFO:MD
2026-09-09,UAL,N528UA,5,CLT,PHX,2848.18,1606,1863,1606,1863,0,0,0,61,ND,CLT:ND
2026-09-09,UAL,N328UA,1,MCO,EWR,1510.14,435,594,435,613,0,19,0,47,MD,MCO:MD
2026-09-09,UAL,N328UA,2,EWR,CLT,849.67,660,772,673,783,13,11,13,44,ND,EWR:ND
2026-09-09,UAL,N328UA,3,CLT,PHX,2848.18,827,1095,832,1104,5,9,5,47,ND,CLT:ND
2026-09-09,UAL,N328UA,4,PHX,LAS,411.31,1151,1224,1151,1243,0,19,0,59,MD,PHX:MD
2026-09-09,UAL,N328UA,5,LAS,BWI,3381.13,1302,1601,1312,1613,10,12,10,48,ND,LAS:ND
2026-09-09,SWA,N683SW,1,MSP,JFK,1651.36,445,622,456,626,11,4,3,51,ND,MSP:ND
2026-09-09,SWA,N683SW,2,JFK,CLT,870.66,677,771,706,816,29,45,0,68,SD,JFK:SD
2026-09-09,SWA,N683SW,3,CLT,LAX,3412.6,884,1187,911,1230,27,43,27,50,MD,CLT:MD
2026-09-09,SWA,N683SW,4,LAX,DFW,1982.96,1280,1465,1307,1504,27,39,27,48,MD,LAX:MD
2026-09-09,SWA,N683SW,5,DFW,SEA,2667.82,1552,1803,1560,1818,8,15,8,65,MD,DFW:MD
2026-09-09,SWA,N104SW,1,ORD,IAH,1489.35,442,602,470,622,28,20,0,52,MD,ORD:MD
2026-09-09,SWA,N104SW,2,IAH,SFO,2627.7,674,929,692,967,18,38,4,55,MD,IAH:MD
2026-09-09,SWA,N104SW,3,SFO,PHX,1046.57,1022,1141,1061,1184,39,43,13,59,MD,SFO:MD
2026-09-09,SWA,N104SW,4,PHX,ATL,2548.87,1243,1487,1279,1541,36,54,16,59,SD,PHX:SD
2026-09-09,SWA,N104SW,5,ATL,MSP,1459.62,1600,1742,1624,1772,24,30,24,59,MD,ATL:MD
2026-09-09,UAL,N544UA,1,JFK,CLT,870.66,463,557,527,617,64,60,0,54,SD,JFK:SD
2026-09-09,UAL,N544UA,2,CLT,DTW,806.1,671,766,714,806,43,40,43,41,MD,CLT:MD
2026-09-09,UAL,N544UA,3,DTW,PHX,2683.7,847,1089,857,1116,10,27,10,63,MD,DTW:MD
2026-09-09,UAL,N544UA,4,PHX,SFO,1046.57,1179,1288,1179,1288,0,0,0,64,ND,PHX:ND
2026-09-09,UAL,N544UA,5,SFO,DFW,2352.0,1352,1582,1352,1582,0,0,0,43,ND,SFO:ND
2026-09-09,DAL,N769DA,1,ATL,ORD,975.52,391,511,391,511,0,0,0,56,ND,ATL:ND
2026-09-09,DAL,N769DA,2,ORD,DEN,1426.0,567,712,597,755,30,43,0,40,MD,ORD:MD
2026-09-09,DAL,N769DA,3,DEN,EWR,2576.16,795,1029,812,1057,17,28,2,73,MD,DEN:MD
2026-09-09,DAL,N769DA,4,EWR,MSP,1618.5,1130,1288,1130,1288,0,0,0,66,ND,EWR:ND
2026-09-09,DAL,N769DA,5,MSP,SFO,2551.59,1354,1599,1361,1623,7,24,0,47,MD,MSP:MD
2026-09-09,DAL,N609DA,1,SFO,BWI,3944.61,540,893,585,947,45,54,0,58,SD,SFO:SD
2026-09-09,DAL,N609DA,2,BWI,LAS,3381.13,1005,1315,1035,1352,30,37,30,53,MD,BWI:MD
2026-09-09,DAL,N609DA,3,LAS,BOS,3822.26,1405,1745,1456,1809,51,64,16,55,SD,LAS:SD
2026-09-09,DAL,N609DA,4,BOS,SLC,3379.21,1864,2161,1908,2218,44,57,44,47,SD,BOS:SD
2026-09-09,DAL,N609DA,5,SLC,LAX,949.5,2265,2380,2302,2433,37,53,37,49,SD,SLC:SD
2026-09-09,DAL,N840DA,1,DEN,LAS,1009.02,478,584,478,603,0,19,0,46,MD,DEN:MD
2026-09-09,DAL,N840DA,2,LAS,SEA,1394.76,649,786,649,799,0,13,0,58,ND,LAS:ND
2026-09-09,DAL,N840DA,3,SEA,MSP,2244.65,857,1071,857,1071,0,0,0,67,ND,SEA:ND
2026-09-09,DAL,N840DA,4,MSP,MCO,2110.58,1138,1332,1138,1345,0,13,0,40,ND,MSP:ND
2026-09-09,DAL,N840DA,5,MCO,JFK,1521.35,1385,1551,1398,1584,13,33,4,50,MD,MCO:MD
2026-09-09,SWA,N736SW,1,LAS,DFW,1694.7,462,634,467,643,5,9,0,69,ND,LAS:ND
2026-09-09,SWA,N736SW,2,DFW,PHX,1393.44,712,863,712,880,0,17,0,66,MD,DFW:MD
2026-09-09,SWA,N736SW,3,PHX,CLT,2848.18,946,1203,963,1235,17,32,10,47,MD,PHX:MD
2026-09-09,SWA,N736SW,4,CLT,LAX,3412.6,1282,1581,1301,1621,19,40,18,50,MD,CLT:MD
2026-09-09,SWA,N736SW,5,LAX,ORD,2801.93,1671,1938,1674,1954,3,16,3,70,MD,LAX:MD
2026-09-09,SWA,N285SW,1,BWI,MIA,1525.57,484,634,484,634,0,0,0,66,ND,BWI:ND
2026-09-09,SWA,N285SW,2,MIA,PHX,3168.32,700,986,788,1093,88,107,0,60,CD,MIA:CD
2026-09-09,SWA,N285SW,3,PHX,ATL,2548.87,1153,1397,1221,1478,68,81,68,54,SD,PHX:SD
2026-09-09,SWA,N285SW,4,ATL,JFK,1221.92,1532,1664,1562,1708,30,44,30,73,MD,ATL:MD
2026-09-09,SWA,N285SW,5,JFK,SEA,3886.59,1781,2135,1811,2180,30,45,30,46,SD,JFK:SD
2026-09-09,AAL,N593AA,1,PHX,MIA,3168.32,400,694,400,713,0,19,0,70,MD,PHX:MD
2026-09-09,AAL,N593AA,2,MIA,JFK,1756.9,783,953,796,968,13,15,13,44,MD,MIA:MD
2026-09-09,AAL,N593AA,3,JFK,ORD,1188.05,1012,1139,1012,1139,0,0,0,61,ND,JFK:ND
2026-09-09,AAL,N593AA,4,ORD,ATL,975.52,1200,1319,1200,1323,0,4,0,54,ND,ORD:ND
2026-09-09,AAL,N593AA,5,ATL,CLT,364.34,1377,1443,1399,1471,22,28,0,55,MD,ATL:MD
2026-09-09,SWA,N190SW,1,DTW,MSP,848.05,527,619,527,619,0,0,0,46,ND,DTW:ND
2026-09-09,SWA,N190SW,2,MSP,CLT,1496.28,665,826,691,846,26,20,0,75,MD,MSP:MD
2026-09-09,SWA,N190SW,3,CLT,DEN,2148.18,921,1136,921,1145,0,9,0,59,ND,CLT:ND
2026-09-09,SWA,N190SW,4,DEN,BWI,2393.68,1204,1426,1204,1429,0,3,0,69,ND,DEN:ND
2026-09-09,SWA,N190SW,5,BWI,PHX,3209.54,1498,1780,1498,1782,0,2,0,54,ND,BWI:ND
2026-09-09,SWA,N833SW,1,PHX,MSP,2051.64,447,647,447,650,0,3,0,58,ND,PHX:ND
2026-09-09,SWA,N833SW,2,MSP,DEN,1092.86,708,823,710,832,2,9,2,42,ND,MSP:ND
2026-09-09,SWA,N833SW,3,DEN,IAH,1386.79,874,1013,896,1046,22,33,0,66,MD,DEN:MD
2026-09-09,SWA,N833SW,4,IAH,SEA,3013.28,1112,1384,1133,1424,21,40,16,52,MD,IAH:MD
2026-09-09,SWA,N833SW,5,SEA,ATL,3504.75,1476,1793,1496,1830,20,37,20,53,MD,SEA:MD
2026-09-09,AAL,N833AA,1,CLT,DEN,2148.18,475,685,539,756,64,71,0,72,SD,CLT:SD
2026-09-09,AAL,N833AA,2,DEN,EWR,2576.16,828,1059,851,1091,23,32,23,73,MD,DEN:MD
2026-09-09,AAL,N833AA,3,EWR,ORD,1154.23,1164,1294,1164,1310,0,16,0,70,MD,EWR:MD
2026-09-09,AAL,N833AA,4,ORD,SLC,2006.04,1380,1570,1385,1571,5,1,5,51,ND,ORD:ND
2026-09-09,AAL,N833AA,5,SLC,MIA,3357.7,1622,1918,1622,1929,0,11,0,64,ND,SLC:ND
2026-09-09,UAL,N616UA,1,MIA,EWR,1749.72,435,613,527,716,92,103,0,48,CD,MIA:CD
2026-09-09,UAL,N616UA,2,EWR,SEA,3854.51,764,1113,824,1182,60,69,60,59,SD,EWR:SD
2026-09-09,UAL,N616UA,3,SEA,LAS,1394.76,1241,1387,1260,1404,19,17,19,75,MD,SEA:MD
2026-09-09,UAL,N616UA,4,LAS,BWI,3381.13,1479,1780,1479,1801,0,21,0,58,MD,LAS:MD
2026-09-09,UAL,N616UA,5,BWI,LAX,3739.99,1859,2187,1868,2210,9,23,9,51,MD,BWI:MD
2026-09-09,UAL,N827UA,1,DEN,PHX,967.86,496,607,496,615,0,8,0,67,ND,DEN:ND
2026-09-09,UAL,N827UA,2,PHX,IAH,1621.03,682,839,687,839,5,0,5,41,ND,PHX:ND
2026-09-09,UAL,N827UA,3,IAH,DTW,1730.29,880,1044,909,1090,29,46,0,52,SD,IAH:SD
2026-09-09,UAL,N827UA,4,DTW,EWR,783.32,1142,1234,1162,1250,20,16,20,58,MD,DTW:MD
2026-09-09,UAL,N827UA,5,EWR,CLT,849.67,1308,1401,1318,1420,10,19,0,58,MD,EWR:MD
2026-09-09,DAL,N467DA,1,MSP,DEN,1092.86,490,611,500,625,10,14,10,43,ND,MSP:ND
2026-09-09,DAL,N467DA,2,DEN,IAH,1386.79,668,816,668,816,0,0,0,60,ND,DEN:ND
2026-09-09,DAL,N467DA,3,IAH,SEA,3013.28,876,1142,879,1164,3,22,0,56,MD,IAH:MD
2026-09-09,DAL,N467DA,4,SEA,MIA,4379.54,1220,1609,1226,1629,6,20,6,54,MD,SEA:MD
2026-09-09,DAL,N467DA,5,MIA,SLC,3357.7,1683,1996,1683,2005,0,9,0,63,ND,MIA:ND
2026-09-09,AAL,N894AA,1,SFO,MCO,3929.5,404,759,404,764,0,5,0,47,ND,SFO:ND
2026-09-09,AAL,N894AA,2,MCO,MSP,2110.58,811,1012,825,1023,14,11,0,75,ND,MCO:ND
2026-09-09,AAL,N894AA,3,MSP,LAX,2467.47,1098,1338,1151,1397,53,59,0,56,SD,MSP:SD
2026-09-09,AAL,N894AA,4,LAX,DFW,1982.96,1453,1640,1510,1699,57,59,42,42,SD,LAX:SD
2026-09-09,AAL,N894AA,5,DFW,DTW,1586.45,1741,1911,1783,1965,42,54,42,43,SD,DFW:SD
2026-09-09,UAL,N602UA,1,SLC,IAH,1922.4,416,599,429,620,13,21,0,73,MD,SLC:MD
2026-09-09,UAL,N602UA,2,IAH,PHX,1621.03,693,852,693,856,0,4,0,66,ND,IAH:ND
2026-09-09,UAL,N602UA,3,PHX,DFW,1393.44,922,1060,957,1093,35,33,0,62,MD,PHX:MD
2026-09-09,UAL,N602UA,4,DFW,CLT,1503.34,1155,1310,1162,1315,7,5,7,61,ND,DFW:ND
2026-09-09,UAL,N602UA,5,CLT,LAS,3076.67,1376,1666,1376,1675,0,9,0,73,ND,CLT:ND
2026-09-09,DAL,N217DA,1,PHX,MSP,2051.64,442,643,442,652,0,9,0,47,ND,PHX:ND
2026-09-09,DAL,N217DA,2,MSP,SEA,2244.65,699,912,705,936,6,24,6,41,MD,MSP:MD
2026-09-09,DAL,N217DA,3,SEA,IAH,3013.28,977,1254,977,1260,0,6,0,72,ND,SEA:ND
2026-09-09,DAL,N217DA,4,IAH,ORD,1489.35,1332,1491,1338,1509,6,18,4,42,MD,IAH:MD
2026-09-09,DAL,N217DA,5,ORD,CLT,964.31,1551,1659,1551,1681,0,22,0,60,MD,ORD:MD
2026-09-09,DAL,N271DA,1,IAH,BWI,1985.05,521,710,521,710,0,0,0,67,ND,IAH:ND
2026-09-09,DAL,N271DA,2,BWI,ATL,927.2,777,893,777,915,0,22,0,67,MD,BWI:MD
2026-09-09,DAL,N271DA,3,ATL,DFW,1174.74,982,1102,1003,1137,21,35,11,49,MD,ATL:MD
2026-09-09,DAL,N271DA,4,DFW,SFO,2352.0,1186,1409,1228,1444,42,35,25,42,MD,DFW:MD
2026-09-09,DAL,N271DA,5,SFO,CLT,3687.27,1486,1810,1500,1834,14,24,14,56,MD,SFO:MD
2026-09-09,AAL,N364AA,1,EWR,MIA,1749.72,364,540,364,552,0,12,0,47,ND,EWR:ND
2026-09-09,AAL,N364AA,2,MIA,MSP,2418.24,599,836,607,854,8,18,8,44,MD,MIA:MD
2026-09-09,AAL,N364AA,3,MSP,SLC,1591.57,898,1051,910,1071,12,20,12,44,MD,MSP:MD
2026-09-09,AAL,N364AA,4,SLC,BWI,2993.56,1115,1382,1116,1384,1,2,1,58,ND,SLC:ND
2026-09-09,AAL,N364AA,5,BWI,LAX,3739.99,1442,1785,1462,1826,20,41,1,45,MD,BWI:MD
2026-09-09,SWA,N490SW,1,MIA,ATL,959.32,460,578,460,578,0,0,0,58,ND,MIA:ND
2026-09-09,SWA,N490SW,2,ATL,DTW,958.15,636,746,636,746,0,0,0,63,ND,ATL:ND
2026-09-09,SWA,N490SW,3,DTW,LAX,3178.0,809,1105,827,1116,18,11,0,75,ND,DTW:ND
2026-09-09,SWA,N490SW,4,LAX,SEA,1537.13,1191,1338,1191,1360,0,22,0,65,MD,LAX:MD
2026-09-09,SWA,N490SW,5,SEA,DFW,2667.82,1425,1665,1506,1761,81,96,1,59,CD,SEA:CD
2026-09-09,UAL,N316UA,1,EWR,BOS,322.68,517,575,526,597,9,22,0,52,MD,EWR:MD
2026-09-09,UAL,N316UA,2,BOS,JFK,299.83,649,715,664,751,15,36,15,43,MD,BOS:MD
2026-09-09,UAL,N316UA,3,JFK,LAX,3974.34,794,1153,795,1153,1,0,1,69,ND,JFK:ND
2026-09-09,UAL,N316UA,4,LAX,SLC,949.5,1222,1331,1222,1331,0,0,0,44,ND,LAX:ND
2026-09-09,UAL,N316UA,5,SLC,DEN,627.77,1375,1468,1375,1471,0,3,0,71,ND,SLC:ND
2026-09-09,AAL,N787AA,1,SEA,DEN,1645.43,484,654,484,655,0,1,0,61,ND,SEA:ND
2026-09-09,AAL,N787AA,2,DEN,MCO,2486.1,716,957,716,960,0,3,0,49,ND,DEN:ND
2026-09-09,AAL,N787AA,3,MCO,DFW,1582.71,1009,1170,1048,1211,39,41,0,67,MD,MCO:MD
2026-09-09,AAL,N787AA,4,DFW,SFO,2352.0,1278,1498,1298,1530,20,32,20,54,MD,DFW:MD
2026-09-09,AAL,N787AA,5,SFO,LAX,543.66,1584,1665,1595,1672,11,7,11,57,ND,SFO:ND
2026-09-09,UAL,N998UA,1,DTW,MSP,848.05,501,596,501,596,0,0,0,51,ND,DTW:ND
2026-09-09,UAL,N998UA,2,MSP,SLC,1591.57,647,807,647,807,0,0,0,48,ND,MSP:ND
2026-09-09,UAL,N998UA,3,SLC,PHX,817.81,855,953,855,973,0,20,0,44,MD,SLC:MD
2026-09-09,UAL,N998UA,4,PHX,MCO,2969.54,1017,1279,1017,1297,0,18,0,72,MD,PHX:MD
2026-09-09,UAL,N998UA,5,MCO,SEA,4104.64,1369,1740,1369,1740,0,0,0,65,ND,MCO:ND
2026-09-09,DAL,N664DA,1,LAS,IAH,1963.17,460,649,475,672,15,23,0,58,MD,LAS:MD
2026-09-09,DAL,N664DA,2,IAH,SLC,1922.4,730,924,746,948,16,24,16,45,MD,IAH:MD
2026-09-09,DAL,N664DA,3,SLC,DTW,2377.74,993,1208,1000,1232,7,24,7,55,MD,SLC:MD
2026-09-09,DAL,N664DA,4,DTW,JFK,816.97,1287,1396,1299,1404,12,8,12,50,ND,DTW:ND
2026-09-09,DAL,N664DA,5,JFK,LAX,3974.34,1454,1810,1489,1867,35,57,0,50,SD,JFK:SD
2026-09-09,AAL,N853AA,1,DTW,PHX,2683.7,376,623,412,672,36,49,0,63,SD,DTW:SD
2026-09-09,AAL,N853AA,2,PHX,ORD,2312.89,735,951,742,961,7,10,7,73,ND,PHX:ND
2026-09-09,AAL,N853AA,3,ORD,SEA,2761.75,1034,1291,1034,1311,0,20,0,70,MD,ORD:MD
2026-09-09,AAL,N853AA,4,SEA,BWI,3748.12,1381,1706,1395,1722,14,16,14,42,MD,SEA:MD
2026-09-09,AAL,N853AA,5,BWI,DEN,2393.68,1764,1983,1764,1983,0,0,0,73,ND,BWI:ND
2026-09-09,UAL,N692UA,1,IAH,SLC,1922.4,510,708,510,712,0,4,0,44,ND,IAH:ND
2026-09-09,UAL,N692UA,2,SLC,LAX,949.5,756,863,756,881,0,18,0,73,MD,SLC:MD
2026-09-09,UAL,N692UA,3,LAX,MIA,3762.88,954,1291,954,1311,0,20,0,71,MD,LAX:MD
2026-09-09,UAL,N692UA,4,MIA,BOS,2027.83,1382,1588,1396,1598,14,10,14,40,ND,MIA:ND
2026-09-09,UAL,N692UA,5,BOS,BWI,593.84,1638,1724,1693,1787,55,63,2,50,SD,BOS:SD
2026-09-09,UAL,N316UA,1,JFK,LAX,3974.34,418,773,418,780,0,7,0,61,ND,JFK:ND
2026-09-09,UAL,N316UA,2,LAX,SLC,949.5,841,956,852,964,11,8,0,70,ND,LAX:ND
2026-09-09,UAL,N316UA,3,SLC,PHX,817.81,1034,1144,1057,1160,23,16,0,66,MD,SLC:MD
2026-09-09,UAL,N316UA,4,PHX,DEN,967.86,1226,1332,1246,1360,20,28,6,50,MD,PHX:MD
2026-09-09,UAL,N316UA,5,DEN,CLT,2148.18,1410,1607,1440,1637,30,30,16,49,MD,DEN:MD
2026-09-09,AAL,N629AA,1,MIA,SLC,3357.7,474,786,474,786,0,0,0,70,ND,MIA:ND
2026-09-09,AAL,N629AA,2,SLC,ATL,2553.56,856,1092,856,1109,0,17,0,66,MD,SLC:MD
2026-09-09,AAL,N629AA,3,ATL,MCO,650.97,1175,1270,1181,1284,6,14,6,51,ND,ATL:ND
2026-09-09,AAL,N629AA,4,MCO,DFW,1582.71,1335,1494,1340,1501,5,7,5,50,ND,MCO:ND
2026-09-09,AAL,N629AA,5,DFW,DEN,1031.3,1551,1672,1613,1738,62,66,5,44,SD,DFW:SD
2026-09-09,AAL,N211AA,1,ATL,SFO,3434.95,398,716,406,744,8,28,0,46,MD,ATL:MD
2026-09-09,AAL,N211AA,2,SFO,BOS,4341.08,790,1181,810,1210,20,29,20,42,MD,SFO:MD
2026-09-09,AAL,N211AA,3,BOS,IAH,2566.63,1252,1498,1299,1558,47,60,18,47,SD,BOS:SD
2026-09-09,AAL,N211AA,4,IAH,EWR,2249.22,1605,1813,1619,1847,14,34,14,74,MD,IAH:MD
2026-09-09,AAL,N211AA,5,EWR,DTW,783.32,1921,2028,1923,2033,2,5,2,67,ND,EWR:ND
2026-09-09,DAL,N814DA,1,BOS,EWR,322.68,510,578,517,585,7,7,7,46,ND,BOS:ND
2026-09-09,DAL,N814DA,2,EWR,SEA,3854.51,631,979,631,979,0,0,0,54,ND,EWR:ND
2026-09-09,DAL,N814DA,3,SEA,DTW,3092.66,1033,1314,1033,1314,0,0,0,74,ND,SEA:ND
2026-09-09,DAL,N814DA,4,DTW,MIA,1847.28,1388,1560,1388,1560,0,0,0,40,ND,DTW:ND
2026-09-09,DAL,N814DA,5,MIA,LAX,3762.88,1600,1942,1600,1942,0,0,0,40,ND,MIA:ND
2026-09-09,UAL,N518UA,1,PHX,DEN,967.86,497,612,497,625,0,13,0,63,ND,PHX:ND
2026-09-09,UAL,N518UA,2,DEN,JFK,2610.01,688,933,689,951,1,18,1,53,MD,DEN:MD
2026-09-09,UAL,N518UA,3,JFK,EWR,33.86,1004,1048,1011,1064,7,16,0,70,MD,JFK:MD
2026-09-09,UAL,N518UA,4,EWR,LAS,3575.53,1134,1462,1147,1476,13,14,0,70,ND,EWR:ND
2026-09-09,UAL,N518UA,5,LAS,IAH,1963.17,1546,1746,1546,1750,0,4,0,62,ND,LAS:ND
2026-09-09,AAL,N975AA,1,DEN,SEA,1645.43,490,658,490,669,0,11,0,61,ND,DEN:ND
2026-09-09,AAL,N975AA,2,SEA,MSP,2244.65,730,935,732,949,2,14,2,50,ND,SEA:ND
2026-09-09,AAL,N975AA,3,MSP,LAX,2467.47,999,1221,1009,1238,10,17,10,45,MD,MSP:MD
2026-09-09,AAL,N975AA,4,LAX,BWI,3739.99,1283,1626,1287,1630,4,4,0,67,ND,LAX:ND
2026-09-09,AAL,N975AA,5,BWI,DTW,657.09,1697,1781,1740,1817,43,36,0,63,MD,BWI:MD
2026-09-09,SWA,N510SW,1,BWI,BOS,593.84,486,572,498,597,12,25,0,40,MD,BWI:MD
2026-09-09,SWA,N510SW,2,BOS,MCO,1805.67,637,822,672,874,35,52,5,58,SD,BOS:SD
2026-09-09,SWA,N510SW,3,MCO,ORD,1619.56,932,1105,942,1114,10,9,10,72,ND,MCO:ND
2026-09-09,SWA,N510SW,4,ORD,LAX,2801.93,1186,1454,1187,1458,1,4,1,50,ND,ORD:ND
2026-09-09,SWA,N510SW,5,LAX,CLT,3412.6,1508,1813,1510,1813,2,0,2,40,ND,LAX:ND
2026-09-09,UAL,N898UA,1,MIA,PHX,3168.32,363,643,371,666,8,23,8,45,MD,MIA:MD
2026-09-09,UAL,N898UA,2,PHX,BWI,3209.54,711,1009,723,1039,12,30,0,62,MD,PHX:MD
2026-09-09,UAL,N898UA,3,BWI,IAH,1985.05,1101,1292,1113,1302,12,10,12,54,ND,BWI:ND
2026-09-09,UAL,N898UA,4,IAH,SFO,2627.7,1356,1605,1356,1605,0,0,0,65,ND,IAH:ND
2026-09-09,UAL,N898UA,5,SFO,LAS,665.02,1670,1753,1670,1762,0,9,0,66,ND,SFO:ND
2026-09-09,DAL,N615DA,1,MCO,CLT,755.04,497,600,497,622,0,22,0,56,MD,MCO:MD
2026-09-09,DAL,N615DA,2,CLT,DEN,2148.18,678,886,678,902,0,16,0,70,MD,CLT:MD
2026-09-09,DAL,N615DA,3,DEN,BOS,2815.59,972,1232,972,1252,0,20,0,69,MD,DEN:MD
2026-09-09,DAL,N615DA,4,BOS,LAS,3822.26,1321,1669,1335,1683,14,14,14,41,ND,BOS:ND
2026-09-09,DAL,N615DA,5,LAS,MSP,2087.72,1724,1918,1724,1918,0,0,0,64,ND,LAS:ND
2026-09-09,AAL,N919AA,1,CLT,EWR,849.67,427,526,475,587,48,61,0,58,SD,CLT:SD
2026-09-09,AAL,N919AA,2,EWR,PHX,3424.67,645,953,688,993,43,40,43,44,MD,EWR:MD
2026-09-09,AAL,N919AA,3,PHX,BOS,3693.22,1037,1372,1050,1405,13,33,13,60,MD,PHX:MD
2026-09-09,AAL,N919AA,4,BOS,ATL,1521.01,1465,1629,1489,1668,24,39,11,57,MD,BOS:MD
2026-09-09,AAL,N919AA,5,ATL,IAH,1107.07,1725,1844,1727,1845,2,1,2,71,ND,ATL:ND
2026-09-09,AAL,N993AA,1,LAS,SFO,665.02,518,607,534,618,16,11,16,49,ND,LAS:ND
2026-09-09,AAL,N993AA,2,SFO,SEA,1092.94,667,781,667,797,0,16,0,71,MD,SFO:MD
2026-09-09,AAL,N993AA,3,SEA,SLC,1106.6,868,998,879,1012,11,14,11,42,ND,SEA:ND
2026-09-09,AAL,N993AA,4,SLC,IAH,1922.4,1054,1251,1054,1271,0,20,0,60,MD,SLC:MD
2026-09-09,AAL,N993AA,5,IAH,EWR,2249.22,1331,1553,1333,1571,2,18,2,57,MD,IAH:MD
2026-09-09,UAL,N507UA,1,SEA,SLC,1106.6,498,612,510,643,12,31,0,72,MD,SEA:MD
2026-09-09,UAL,N507UA,2,SLC,JFK,3193.68,715,1000,715,1014,0,14,0,69,ND,SLC:ND
2026-09-09,UAL,N507UA,3,JFK,ORD,1188.05,1083,1219,1087,1219,4,0,0,69,ND,JFK:ND
2026-09-09,UAL,N507UA,4,ORD,EWR,1154.23,1288,1405,1288,1405,0,0,0,53,ND,ORD:ND
2026-09-09,UAL,N507UA,5,EWR,BWI,271.19,1458,1514,1458,1514,0,0,0,63,ND,EWR:ND
2026-09-09,AAL,N661AA,1,LAS,SEA,1394.76,407,558,433,598,26,40,0,67,MD,LAS:MD
2026-09-09,AAL,N661AA,2,SEA,BWI,3748.12,665,1000,675,1010,10,10,10,63,ND,SEA:ND
2026-09-09,AAL,N661AA,3,BWI,DTW,657.09,1073,1164,1074,1175,1,11,1,51,ND,BWI:ND
2026-09-09,AAL,N661AA,4,DTW,CLT,806.1,1226,1322,1232,1345,6,23,6,46,MD,DTW:MD
2026-09-09,AAL,N661AA,5,CLT,LAX,3412.6,1391,1696,1391,1700,0,4,0,75,ND,CLT:ND
2026-09-09,AAL,N249AA,1,JFK,DTW,816.97,394,504,394,506,0,2,0,73,ND,JFK:ND
2026-09-09,AAL,N249AA,2,DTW,ATL,958.15,579,695,633,768,54,73,0,59,SD,DTW:SD
2026-09-09,AAL,N249AA,3,ATL,LAX,3125.8,827,1120,879,1186,52,66,52,43,SD,ATL:SD
2026-09-09,AAL,N249AA,4,LAX,EWR,3940.63,1229,1574,1326,1671,97,97,47,43,CD,LAX:CD
2026-09-09,AAL,N249AA,5,EWR,SEA,3854.51,1714,2062,1782,2132,68,70,68,46,SD,EWR:SD
2026-09-09,UAL,N469UA,1,PHX,IAH,1621.03,465,622,465,644,0,22,0,62,MD,PHX:MD
2026-09-09,UAL,N469UA,2,IAH,SLC,1922.4,706,903,714,923,8,20,8,52,MD,IAH:MD
2026-09-09,UAL,N469UA,3,SLC,LAS,591.72,975,1067,977,1085,2,18,0,74,MD,SLC:MD
2026-09-09,UAL,N469UA,4,LAS,BWI,3381.13,1159,1463,1164,1476,5,13,0,62,ND,LAS:ND
2026-09-09,UAL,N469UA,5,BWI,ATL,927.2,1538,1652,1538,1656,0,4,0,68,ND,BWI:ND
2026-09-09,UAL,N574UA,1,JFK,LAX,3974.34,378,722,396,742,18,20,0,50,MD,JFK:MD
2026-09-09,UAL,N574UA,2,LAX,CLT,3412.6,792,1100,793,1112,1,12,1,58,ND,LAX:ND
2026-09-09,UAL,N574UA,3,CLT,EWR,849.67,1170,1282,1192,1310,22,28,0,65,MD,CLT:MD
2026-09-09,UAL,N574UA,4,EWR,MIA,1749.72,1375,1550,1375,1555,0,5,0,73,ND,EWR:ND
2026-09-09,UAL,N574UA,5,MIA,BOS,2027.83,1628,1820,1628,1820,0,0,0,51,ND,MIA:ND
2026-09-09,AAL,N777AA,1,LAS,DFW,1694.7,384,546,384,546,0,0,0,70,ND,LAS:ND
2026-09-09,AAL,N777AA,2,DFW,SFO,2352.0,616,841,616,841,0,0,0,73,ND,DFW:ND
2026-09-09,AAL,N777AA,3,SFO,LAX,543.66,914,985,914,985,0,0,0,56,ND,SFO:ND
2026-09-09,AAL,N777AA,4,LAX,MIA,3762.88,1041,1387,1049,1394,8,7,0,64,ND,LAX:ND
2026-09-09,AAL,N777AA,5,MIA,ORD,1929.51,1458,1646,1458,1646,0,0,0,68,ND,MIA:ND
2026-09-09,AAL,N129AA,1,ORD,PHX,2312.89,498,716,498,738,0,22,0,75,MD,ORD:MD
2026-09-09,AAL,N129AA,2,PHX,CLT,2848.18,813,1082,822,1097,9,15,9,51,MD,PHX:MD
2026-09-09,AAL,N129AA,3,CLT,DTW,806.1,1148,1257,1148,1269,0,12,0,67,ND,CLT:ND
2026-09-09,AAL,N129AA,4,DTW,MSP,848.05,1336,1445,1336,1452,0,7,0,59,ND,DTW:ND
2026-09-09,AAL,N129AA,5,MSP,EWR,1618.5,1511,1682,1511,1688,0,6,0,54,ND,MSP:ND
2026-09-09,UAL,N474UA,1,EWR,LAS,3575.53,493,808,499,823,6,15,0,62,MD,EWR:MD
2026-09-09,UAL,N474UA,2,LAS,JFK,3609.32,885,1198,885,1205,0,7,0,71,ND,LAS:ND
